-1.0355,-0.28955,0.11738,0,-0.98954,0.061889,0.36752,0.3545,-0.18059,0.26708,0.35976,-0.40748,4.5747,-0.41231,0.18666,0.66045,-0.16957,0.46756,-0.90964,-0.63071,0.30453,-0.002755,0.9591,-0.4676,0.45204,-0.77543,0.51184,0.19346,0.49368,0,0.75836,-0.32819,-0.44334,-0.23214,1.2566,1.1402,1.1432,0,1.1945,-0.3917,-0.31297,0,1.3125,0.16964,-0.86914,0.47025,-1.1352,-0.3061,0.11224,-0.86978,0,-0.55425,0,0,0,-0.15403,0,0.011656,0,0.90252,0,0,0,-0.19805,0,0.43931,0.43931,0.17621,0.87766
-0.74672,0.23527,0.98279,0,-1.3935,-1.4677,0.36752,0.3545,-0.28465,0.26708,0.35976,-0.79442,-0.41551,-0.69427,0.55707,0.51414,-0.018676,0.95897,-0.4391,-0.31243,-0.60648,-0.96368,-0.39018,-0.48248,0.047467,-0.5729,-1.2977,1.3295,-1.967,0,-1.0698,-0.51279,-0.40963,0.2951,0.52488,-0.60166,-0.59074,0,-0.57062,-0.28972,-0.31297,0,-0.8905,-0.26406,-0.57235,0.94833,0.63711,0.49749,1.1177,0.097201,0,0.33255,0,0,0,0.87497,0,0.73099,0,1.091,0,0,0,-0.68317,0,-0.32904,-0.32904,0.17621,0.8617
-0.06822,-0.83747,0.32279,0,-1.5325,-1.7377,0.36752,0.3545,-1.1254,0.26708,0.35976,-1.2998,-1.211,-0.026456,-0.11204,0.6191,-1.2671,1.6564,0.095286,0.39256,0.27866,-0.36847,0.20707,0.64012,0.29961,-1.4529,-1.2867,0.98639,-1.8198,0,-1.403,-0.5085,-0.39874,-0.23878,0.79001,-0.49258,-0.50597,0,-0.54859,-0.32501,-0.31297,0,-0.28146,0.033188,-0.76672,0.83762,0.33364,0.44591,0.93612,0.098808,0,0.33255,0,0,0,0.53197,0,0.91083,0,1.1664,0,0,0,-0.6936,0,-0.26101,-0.26101,0.17621,0.89894
-0.29925,0.61768,0.342,0,-1.6389,-0.48972,0.36752,0.3545,-1.573,0.26708,0.35976,-1.1683,-0.76518,-1.0065,0.79082,0.42086,0.46389,-0.17659,0.81303,-0.29316,1.0317,0.35022,0.55943,1.7921,0.19225,1.3275,-1.2208,0.45857,-1.5391,0,-1.5686,1.2997,1.4668,-0.43232,-1.1272,-0.55669,-0.56208,0,-0.56906,-0.3917,-0.31297,0,-0.5699,-0.010622,-0.99941,-0.52687,0.59189,-0.92773,1.3415,-0.14163,0,-0.11085,0,0,0,0.87497,0,-0.52785,0,0.14853,0,0,0,-0.64393,0,-0.50441,-0.50441,-0.8254,0.95745
-0.13982,0.70931,0.58001,0,-1.5152,-0.030088,0.36752,0.3545,-1.5854,0.26708,0.35976,-2.0743,-0.54926,-0.7447,3.2827,1.9718,1.1836,1.9961,0.75627,-0.11114,-0.55751,-0.61841,-1.8865,1.0991,-0.43564,-0.35765,-1.6601,-1.6738,-1.19,0,-1.1816,0.8485,1.5101,-0.98011,-0.69926,-0.629,-0.59982,0,-0.5701,-0.3917,-0.31297,0,-1.2031,-0.56187,-0.15573,-0.11287,0.62053,-0.51266,0.89322,0.34805,0,0.33255,0,0,0,0.70347,0,0.19149,0,1.0156,0,0,0,-0.51208,0,-0.24767,-0.24767,-0.8254,0.95213
-0.80629,-0.12564,-0.29691,0,-1.2629,-0.88023,0.36752,0.3545,-0.076348,0.26708,0.35976,-1.4144,-1.331,-0.17416,0.47977,1.5459,-0.35797,0.28295,-1.3456,0.63965,-0.42916,-0.66631,-0.14173,0.51527,-0.68065,1.15,0.18359,1.141,-0.24405,0,0.084918,-0.27775,-0.40481,0.2128,0.16443,-0.2884,-0.30508,0,-0.27335,-0.39137,3.2887,0,0.19917,-0.099811,1.5104,-0.044777,-0.33054,0.10814,-1.6722,0.38894,0,-0.99764,0,0,0,-0.84004,0,-1.2472,0,-1.3783,0,0,0,0.41616,0,-1.0608,-1.0608,0.17621,0.87766
0.32137,1.8194,2.5239,0,-1.0864,0.47202,0.36752,0.3545,-0.82097,0.26708,0.35976,-0.43822,-0.55498,-1.0539,-0.16597,-0.81835,-0.28204,1.8056,-0.75591,1.0333,0.17602,-0.28829,-1.021,0.42076,0.67384,2.6275,-0.095599,0.53368,-0.31614,0,-0.59968,-0.30872,-0.40832,-1.0321,-0.86074,-0.62223,-0.5894,0,-0.29592,-0.39132,-0.31297,0,-0.86568,-1.0083,0.17426,0.67543,-0.30265,0.11198,0.34583,0.096437,0,-0.99764,0,0,0,-0.32554,0,0.37133,0,-0.34156,0,0,0,0.25548,0,0.744,0.744,0.17621,0.89894
0.63099,0.29359,0.72368,0,-1.4776,-1.8082,0.36752,0.3545,-1.2326,0.26708,0.35976,-0.4094,-1.7325,2.1121,1.1386,0.84602,0.54249,0.81335,-0.80924,-0.51083,-1.8239,-1.0899,-0.83821,-1.2384,-1.4784,-0.13223,-0.7854,-0.74859,-0.58,0,-0.47468,0.31967,-0.27755,0.25024,0.31962,0.53246,0.45461,0,-0.57419,-0.3917,-0.31297,0,0.9416,2.2426,-2.5444,-1.4732,1.581,-0.12439,1.895,-0.83344,0,-1.441,0,0,0,-1.183,0,0.011656,0,0.54437,0,0,0,0.14908,0,-0.39495,-0.39495,0.67701,0.95745
-1.0741,-0.82061,0.37766,0,-1.0146,0.017522,0.36752,0.3545,-0.53655,0.26708,0.35976,-1.5679,-0.8198,-0.71573,1.1954,2.1662,-1.6406,3.3815,-0.19715,1.6453,-0.052737,0.07026,0.84724,-0.29158,-0.33425,-1.213,-0.45867,0.26199,-0.61349,0,-0.98199,-0.36855,-0.429,-0.25588,0.04691,-0.52644,-0.53307,0,-0.54034,-0.12434,-0.31297,0,-0.398,-0.11834,0.038405,0.11563,0.27725,0.63699,0.20107,0.38993,0,-0.11085,0,0,0,0.36047,0,1.2705,0,-0.45466,0,0,0,-0.45387,0,-0.3053,-0.3053,0.17621,0.86702
-0.61442,0.38157,0.53909,0,0.065696,0.19068,0.36752,0.3545,1.2123,0.26708,0.35976,1.5862,-1.458,-0.20903,-0.67863,-0.72694,0.2795,-0.92085,-1.0105,1.3715,-0.53153,-0.21272,0.95374,-0.45921,-0.97244,-1.926,1.1709,-1.5491,1.9121,0,1.1658,1.8915,3.881,-1.1862,-1.1541,-0.27257,-0.34181,0,-0.57419,-0.3917,-0.31297,0,0.13536,1.6914,-3.4221,-2.6896,1.8117,-4.9896,3.1781,-4.6186,0,-0.55425,0,0,0,0.18897,0,3.0688,0,-0.94476,0,0,0,-0.46514,0,2.106,2.106,-3.8302,0.80319
0.30269,-0.00012756,0.46717,0,0.45672,0.85747,0.36752,0.3545,0.59905,0.26708,0.35976,1.5702,0.94818,-0.31464,0.59244,-0.043752,0.47629,0.50091,-0.051241,-0.18675,0.12249,0.50649,-1.6415,-0.11909,0.78906,-0.10511,3.3285,0.6657,3.4432,0,2.7402,0.75971,1.9929,0.98081,-0.55342,0.59203,0.55253,0,-0.5199,-0.3917,-0.31297,0,1.0035,1.0397,-0.40075,-2.1009,0.17239,-2.7233,-0.17091,-1.9795,0,-3.2146,0,0,0,-3.5841,0,-0.88752,0,-2.547,0,0,0,-0.41536,0,-1.1472,-1.1472,-1.827,0.81915
-0.084841,-0.78795,-0.65494,0,0.91206,1.018,0.36752,0.3545,-0.5258,0.26708,0.35976,0.14906,0.40039,-0.95742,0.44999,-0.83551,0.66615,0.6286,0.21437,0.70286,-0.63212,0.25748,0.1779,-0.66688,-1.0272,0.0071107,-1.3115,-1.4926,-0.8732,0,-1.0483,-0.36992,-0.41421,-0.7798,0.28717,0.0061938,-0.01757,0,-0.24562,-0.3917,-0.31297,0,0.56388,0.19058,-0.59409,0.47215,-0.36272,-0.15516,0.26779,-0.45612,0,0.33255,0,0,0,-0.15403,0,0.55116,0,0.56322,0,0,0,0.56988,0,-0.25931,-0.25931,0.17621,0.89894
0.09051,-0.85302,-0.57319,0,0.86699,0.99511,0.36752,0.3545,-0.18428,0.26708,0.35976,0.95155,-0.17107,-0.17026,-0.010139,-1.0241,1.3623,-0.88104,-1.3901,-0.013414,-2.2786,-0.31114,-1.245,-2.7429,-1.6743,0.20353,1.9815,0.63603,1.9555,0,1.6206,-0.42428,-0.39913,-0.2404,-0.36824,1.762,1.7861,0,2.481,0.059151,-0.31297,0,1.5715,0.10271,-0.41422,0.69919,-1.4644,0.7279,-0.47009,0.79947,0,1.2193,0,0,0,0.70347,0,-1.427,0,-1.3218,0,0,0,0.75988,0,3.3007,3.3007,0.67701,0.89362
0.043524,-0.46384,-0.94429,0,0.70316,0.57921,-2.7094,-0.48811,1.2422,-3.7927,-2.9787,-0.13607,-0.767,1.1155,0.93286,0.87194,1.0409,-1.1073,-0.77206,0.21517,2.3079,0.76283,2.1601,1.4612,1.8555,-0.86653,1.2642,0.94904,1.0341,0,0.86353,2.8602,1.9958,-1.4746,0.35562,-0.6853,-0.60138,0,-0.55375,-0.3917,-0.31297,0,-2.0325,-1.5089,-0.078012,-1.1571,0.37631,-1.7963,1.3494,-1.5519,0,0.33255,0,0,0,0.87497,0,0.55116,0,-0.56776,0,0,0,-1.3399,0,-0.47824,-0.47824,-3.3294,0.82979
0.69026,-0.16908,-0.47842,0,0.83775,1.0975,0.36752,0.3545,0.32941,0.26708,0.35976,-0.099608,0.52124,0.23714,-0.42851,-0.69634,-0.40878,0.41862,0.83412,0.57014,-1.4424,-1.244,-0.13989,-0.66237,-1.3481,-1.1057,-1.0188,-0.79916,-0.81991,0,-1.2532,-0.9608,-0.38328,0.362,-0.0018955,-0.49711,-0.49664,0,-0.30896,-0.34541,-0.31297,0,-0.2471,-0.4524,0.22619,0.30912,-0.28576,0.40575,-0.079721,-0.84562,0,-0.11085,0,0,0,0.53197,0,0.37133,0,1.4869,0,0,0,0.68767,0,-0.21022,-0.21022,0.17621,0.91489
0.28798,-0.64691,0.031141,0,0.15343,-0.10333,0.36752,0.3545,-0.90342,0.26708,0.35976,0.084546,0.68558,-0.076252,-1.4938,0.34357,-1.2553,-1.5902,0.16907,0.82819,-0.41089,0.59347,0.56182,0.51628,-1.8118,-0.66486,1.329,1.8911,0.73603,0,1.1466,-0.2768,-0.42787,-0.5037,0.14185,-0.53645,-0.54061,0,-0.53448,0.49064,-0.31297,0,-0.43647,-0.18114,0.76076,0.11145,0.24316,0.86359,-0.51886,0.40654,0,-0.11085,0,0,0,0.017468,0,-0.52785,0,-0.94476,0,0,0,1.174,0,-0.71724,-0.71724,0.17621,0.90957
-0.50175,-0.90379,-1.5625,0,1.4098,0.12077,0.36752,0.3545,1.328,0.26708,0.35976,0.66837,0.1454,-0.063545,-0.69973,-0.69968,-0.13454,-0.99463,0.65527,1.4939,0.1234,-0.40524,-0.24455,-0.073027,0.67396,0.49085,0.48426,-0.44725,0.71478,0,1.1159,-0.30273,-0.39236,1.8351,-0.78747,-0.62768,-0.59655,0,-0.51539,-0.075141,-0.31297,0,-1.0379,-0.79224,0.26742,0.83983,0.1534,0.66509,0.35607,-0.13561,0,-1.441,0,0,0,-1.526,0,-0.88752,0,-1.0202,0,0,0,-1.1041,0,-0.46188,-0.46188,0.67701,0.77128
0.011006,-1.0485,-1.4396,0,0.34582,-0.41009,0.36752,0.3545,1.2692,0.26708,0.35976,0.95265,-0.57802,-0.42774,1.6968,-0.26596,1.4466,-0.19146,2.3591,0.68545,0.77328,0.73425,-0.59802,0.47264,1.0107,-1.7507,1.8206,1.1688,1.5671,0,1.4575,-0.68724,-0.4278,0.1958,1.2178,-0.37892,-0.38159,0,0.15312,-0.3917,4.1286,0,0.058239,-0.5197,1.6272,0.70279,-0.68717,-0.089298,-1.7176,0.6115,0,-0.55425,0,0,0,-0.32554,0,0.55116,0,-0.49236,0,0,0,-0.43323,0,1.3057,1.3057,0.17621,0.85638
